date,publication,sentiment
2019-05-31,New Yorker,-0.4441314553989567
2019-06-30,New Yorker,-0.42721518987328255
2019-07-31,New Yorker,-0.4675324675323355
2019-08-31,New Yorker,-0.521485999445378
2019-09-30,New Yorker,-0.3817034700314704
2019-10-31,New Yorker,-0.439244310862937
2019-11-30,New Yorker,-0.44241686942407893
2019-12-31,New Yorker,-0.44884910485923935
2020-01-31,New Yorker,-0.4654420206657943
2020-02-29,New Yorker,0.0
